Main,Control,Especificación,id,max_lag,Estadístico,cval1_I0,cval1_I1,cval5_I0,cval5_I1,cval10_I0,cval10_I1,conclusion
FDI_GDP <- ECI_SITC,"GDP_capita, GFCF_GDP, Trade_GDP","Model 22.FDI_GDP/(ECI_SITC, GDP_capita, GFCF_GDP, Trade_GDP)",22,"(3,3,1,3,3)",29.125690***,4.768,6.67,3.354,4.774,2.752,3.994,Cointeg 1%
FDI_GDP <- ECI_SITC,"GDP_capita, School_enrollment, Trade_GDP","Model 23.FDI_GDP/(ECI_SITC, GDP_capita, School_enrollment, Trade_GDP)",23,"(4,3,4,3,3)",26.353657***,4.768,6.67,3.354,4.774,2.752,3.994,Cointeg 1%
FDI_GDP <- ECI_SITC,"GDP_capita, GovQualityIndex, Trade_GDP","Model 24.FDI_GDP/(ECI_SITC, GDP_capita, GovQualityIndex, Trade_GDP)",24,"(3,3,3,3,2)",3313.606176***,4.768,6.67,3.354,4.774,2.752,3.994,Cointeg 1%
FDI_GDP <- ECI_SITC,"GDP_capita, ICT_Index, Trade_GDP","Model 25.FDI_GDP/(ECI_SITC, GDP_capita, ICT_Index, Trade_GDP)",25,"(3,3,1,2,1)",271.336092***,4.768,6.67,3.354,4.774,2.752,3.994,Cointeg 1%
FDI_GDP <- ECI_SITC,"GFCF_GDP, School_enrollment, Trade_GDP","Model 26.FDI_GDP/(ECI_SITC, GFCF_GDP, School_enrollment, Trade_GDP)",26,"(3,1,3,3,3)",165.184634***,4.768,6.67,3.354,4.774,2.752,3.994,Cointeg 1%
FDI_GDP <- ECI_SITC,"GFCF_GDP, GovQualityIndex, Trade_GDP","Model 27.FDI_GDP/(ECI_SITC, GFCF_GDP, GovQualityIndex, Trade_GDP)",27,"(2,2,3,3,1)",125.265645***,4.768,6.67,3.354,4.774,2.752,3.994,Cointeg 1%
FDI_GDP <- ECI_SITC,"GFCF_GDP, ICT_Index, Trade_GDP","Model 28.FDI_GDP/(ECI_SITC, GFCF_GDP, ICT_Index, Trade_GDP)",28,"(2,2,3,1,1)",448.323616***,4.768,6.67,3.354,4.774,2.752,3.994,Cointeg 1%
FDI_GDP <- ECI_SITC,"GovQualityIndex, School_enrollment, Trade_GDP","Model 29.FDI_GDP/(ECI_SITC, GovQualityIndex, School_enrollment, Trade_GDP)",29,"(3,2,3,3,2)",3217.911996***,4.768,6.67,3.354,4.774,2.752,3.994,Cointeg 1%
FDI_GDP <- ECI_SITC,"ICT_Index, School_enrollment, Trade_GDP","Model 30.FDI_GDP/(ECI_SITC, ICT_Index, School_enrollment, Trade_GDP)",30,"(2,2,3,1,2)",154.269134***,4.768,6.67,3.354,4.774,2.752,3.994,Cointeg 1%
FDI_GDP <- ECI_SITC,"GovQualityIndex, ICT_Index, Trade_GDP","Model 31.FDI_GDP/(ECI_SITC, GovQualityIndex, ICT_Index, Trade_GDP)",31,"(2,2,2,3,2)",162.158990***,4.768,6.67,3.354,4.774,2.752,3.994,Cointeg 1%
FDI_GDP <- ECI_SITC,"GDP_capita, GFCF_GDP, School_enrollment","Model 32.FDI_GDP/(ECI_SITC, GDP_capita, GFCF_GDP, School_enrollment)",32,"(3,1,3,1,2)",142.433253***,4.768,6.67,3.354,4.774,2.752,3.994,Cointeg 1%
FDI_GDP <- ECI_SITC,"GDP_capita, GFCF_GDP, GovQualityIndex","Model 33.FDI_GDP/(ECI_SITC, GDP_capita, GFCF_GDP, GovQualityIndex)",33,"(3,3,3,1,1)",132.267175***,4.768,6.67,3.354,4.774,2.752,3.994,Cointeg 1%
FDI_GDP <- ECI_SITC,"GDP_capita, GFCF_GDP, ICT_Index","Model 34.FDI_GDP/(ECI_SITC, GDP_capita, GFCF_GDP, ICT_Index)",34,"(2,3,1,1,1)",114.065052***,4.768,6.67,3.354,4.774,2.752,3.994,Cointeg 1%
FDI_GDP <- ECI_SITC,"GDP_capita, GovQualityIndex, School_enrollment","Model 35.FDI_GDP/(ECI_SITC, GDP_capita, GovQualityIndex, School_enrollment)",35,"(3,3,3,3,1)",715.331606***,4.768,6.67,3.354,4.774,2.752,3.994,Cointeg 1%
FDI_GDP <- ECI_SITC,"GDP_capita, ICT_Index, School_enrollment","Model 36.FDI_GDP/(ECI_SITC, GDP_capita, ICT_Index, School_enrollment)",36,"(4,2,1,4,3)",3.674522,4.768,6.67,3.354,4.774,2.752,3.994,Indefinido
FDI_GDP <- ECI_SITC,"GDP_capita, GovQualityIndex, ICT_Index","Model 37.FDI_GDP/(ECI_SITC, GDP_capita, GovQualityIndex, ICT_Index)",37,"(3,3,3,3,1)",88.576988***,4.768,6.67,3.354,4.774,2.752,3.994,Cointeg 1%
FDI_GDP <- ECI_SITC,"GFCF_GDP, GovQualityIndex, School_enrollment","Model 38.FDI_GDP/(ECI_SITC, GFCF_GDP, GovQualityIndex, School_enrollment)",38,"(3,2,1,1,1)",97.381647***,4.768,6.67,3.354,4.774,2.752,3.994,Cointeg 1%
FDI_GDP <- ECI_SITC,"GFCF_GDP, ICT_Index, School_enrollment","Model 39.FDI_GDP/(ECI_SITC, GFCF_GDP, ICT_Index, School_enrollment)",39,"(2,1,1,3,2)",156.119971***,4.768,6.67,3.354,4.774,2.752,3.994,Cointeg 1%
FDI_GDP <- ECI_SITC,"GFCF_GDP, GovQualityIndex, ICT_Index","Model 40.FDI_GDP/(ECI_SITC, GFCF_GDP, GovQualityIndex, ICT_Index)",40,"(3,1,1,1,3)",225.648983***,4.768,6.67,3.354,4.774,2.752,3.994,Cointeg 1%
FDI_GDP <- ECI_SITC,"GovQualityIndex, ICT_Index, School_enrollment","Model 41.FDI_GDP/(ECI_SITC, GovQualityIndex, ICT_Index, School_enrollment)",41,"(2,2,3,3,3)",124.216147***,4.768,6.67,3.354,4.774,2.752,3.994,Cointeg 1%
FDI_GDP <- ECI_SITC,"GDP_capita, GFCF_GDP, School_enrollment, Trade_GDP","Model 42.FDI_GDP/(ECI_SITC, GDP_capita, GFCF_GDP, School_enrollment, Trade_GDP)",42,"(3,2,2,3,3,3)",4.074203*,4.537,6.37,3.125,4.608,2.578,3.858,Cointeg 10%
FDI_GDP <- ECI_SITC,"GDP_capita, GFCF_GDP, GovQualityIndex, Trade_GDP","Model 43.FDI_GDP/(ECI_SITC, GDP_capita, GFCF_GDP, GovQualityIndex, Trade_GDP)",43,"(3,3,1,3,1,3)",6.704257***,4.537,6.37,3.125,4.608,2.578,3.858,Cointeg 1%
FDI_GDP <- ECI_SITC,"GDP_capita, GFCF_GDP, ICT_Index, Trade_GDP","Model 44.FDI_GDP/(ECI_SITC, GDP_capita, GFCF_GDP, ICT_Index, Trade_GDP)",44,"(3,3,3,3,2,3)",2.67494,4.537,6.37,3.125,4.608,2.578,3.858,Indefinido
FDI_GDP <- ECI_SITC,"GDP_capita, GovQualityIndex, School_enrollment, Trade_GDP","Model 45.FDI_GDP/(ECI_SITC, GDP_capita, GovQualityIndex, School_enrollment, Trade_GDP)",45,"(3,3,3,3,3,2)",12.823953***,4.537,6.37,3.125,4.608,2.578,3.858,Cointeg 1%
FDI_GDP <- ECI_SITC,"GDP_capita, ICT_Index, School_enrollment, Trade_GDP","Model 46.FDI_GDP/(ECI_SITC, GDP_capita, ICT_Index, School_enrollment, Trade_GDP)",46,"(2,2,2,3,1,2)",1503.357636***,4.537,6.37,3.125,4.608,2.578,3.858,Cointeg 1%
FDI_GDP <- ECI_SITC,"GDP_capita, GovQualityIndex, ICT_Index, Trade_GDP","Model 47.FDI_GDP/(ECI_SITC, GDP_capita, GovQualityIndex, ICT_Index, Trade_GDP)",47,"(3,3,3,3,1,1)",7.808003***,4.537,6.37,3.125,4.608,2.578,3.858,Cointeg 1%
FDI_GDP <- ECI_SITC,"GFCF_GDP, GovQualityIndex, School_enrollment, Trade_GDP","Model 48.FDI_GDP/(ECI_SITC, GFCF_GDP, GovQualityIndex, School_enrollment, Trade_GDP)",48,"(3,3,3,2,3,3)",3.555773,4.537,6.37,3.125,4.608,2.578,3.858,Indefinido
FDI_GDP <- ECI_SITC,"GFCF_GDP, ICT_Index, School_enrollment, Trade_GDP","Model 49.FDI_GDP/(ECI_SITC, GFCF_GDP, ICT_Index, School_enrollment, Trade_GDP)",49,"(3,3,3,2,3,3)",3.787481,4.537,6.37,3.125,4.608,2.578,3.858,Indefinido
FDI_GDP <- ECI_SITC,"GFCF_GDP, GovQualityIndex, ICT_Index, Trade_GDP","Model 50.FDI_GDP/(ECI_SITC, GFCF_GDP, GovQualityIndex, ICT_Index, Trade_GDP)",50,"(3,3,1,1,3,3)",6.470883***,4.537,6.37,3.125,4.608,2.578,3.858,Cointeg 1%
FDI_GDP <- ECI_SITC,"GovQualityIndex, ICT_Index, School_enrollment, Trade_GDP","Model 51.FDI_GDP/(ECI_SITC, GovQualityIndex, ICT_Index, School_enrollment, Trade_GDP)",51,"(3,3,3,3,2,3)",1302473015901.571045***,4.537,6.37,3.125,4.608,2.578,3.858,Cointeg 1%
FDI_GDP <- ECI_SITC,"GDP_capita, GFCF_GDP, GovQualityIndex, School_enrollment","Model 52.FDI_GDP/(ECI_SITC, GDP_capita, GFCF_GDP, GovQualityIndex, School_enrollment)",52,"(3,3,3,3,3,2)",7.606804***,4.537,6.37,3.125,4.608,2.578,3.858,Cointeg 1%
FDI_GDP <- ECI_SITC,"GDP_capita, GFCF_GDP, ICT_Index, School_enrollment","Model 53.FDI_GDP/(ECI_SITC, GDP_capita, GFCF_GDP, ICT_Index, School_enrollment)",53,"(3,3,2,3,3,3)",1.453783,4.537,6.37,3.125,4.608,2.578,3.858,No cointeg
FDI_GDP <- ECI_SITC,"GDP_capita, GFCF_GDP, GovQualityIndex, ICT_Index","Model 54.FDI_GDP/(ECI_SITC, GDP_capita, GFCF_GDP, GovQualityIndex, ICT_Index)",54,"(3,3,3,3,1,3)",5.845110**,4.537,6.37,3.125,4.608,2.578,3.858,Cointeg 5%
FDI_GDP <- ECI_SITC,"GDP_capita, GovQualityIndex, ICT_Index, School_enrollment","Model 55.FDI_GDP/(ECI_SITC, GDP_capita, GovQualityIndex, ICT_Index, School_enrollment)",55,"(3,3,3,3,1,2)",6.838534***,4.537,6.37,3.125,4.608,2.578,3.858,Cointeg 1%
FDI_GDP <- ECI_SITC,"GFCF_GDP, GovQualityIndex, ICT_Index, School_enrollment","Model 56.FDI_GDP/(ECI_SITC, GFCF_GDP, GovQualityIndex, ICT_Index, School_enrollment)",56,"(3,2,3,3,3,3)",14.847282***,4.537,6.37,3.125,4.608,2.578,3.858,Cointeg 1%
FDI_GDP <- ECI_SITC,"GDP_capita, GFCF_GDP, GovQualityIndex, School_enrollment, Trade_GDP","Model 57.FDI_GDP/(ECI_SITC, GDP_capita, GFCF_GDP, GovQualityIndex, School_enrollment, Trade_GDP)",57,"(3,2,2,2,1,2,2)",6.444512***,4.27,6.211,2.97,4.499,2.457,3.797,Cointeg 1%
FDI_GDP <- ECI_SITC,"GDP_capita, GFCF_GDP, ICT_Index, School_enrollment, Trade_GDP","Model 58.FDI_GDP/(ECI_SITC, GDP_capita, GFCF_GDP, ICT_Index, School_enrollment, Trade_GDP)",58,"(2,2,2,2,2,1,2)",6.239106***,4.27,6.211,2.97,4.499,2.457,3.797,Cointeg 1%
FDI_GDP <- ECI_SITC,"GDP_capita, GFCF_GDP, GovQualityIndex, ICT_Index, Trade_GDP","Model 59.FDI_GDP/(ECI_SITC, GDP_capita, GFCF_GDP, GovQualityIndex, ICT_Index, Trade_GDP)",59,"(3,1,1,1,1,2,2)",3198.059923***,4.27,6.211,2.97,4.499,2.457,3.797,Cointeg 1%
FDI_GDP <- ECI_SITC,"GDP_capita, GovQualityIndex, ICT_Index, School_enrollment, Trade_GDP","Model 60.FDI_GDP/(ECI_SITC, GDP_capita, GovQualityIndex, ICT_Index, School_enrollment, Trade_GDP)",60,"(3,1,2,1,2,1,1)",5513.657401***,4.27,6.211,2.97,4.499,2.457,3.797,Cointeg 1%
FDI_GDP <- ECI_SITC,"GFCF_GDP, GovQualityIndex, ICT_Index, School_enrollment, Trade_GDP","Model 61.FDI_GDP/(ECI_SITC, GFCF_GDP, GovQualityIndex, ICT_Index, School_enrollment, Trade_GDP)",61,"(3,2,2,1,1,1,2)",-4.05399E+11,4.27,6.211,2.97,4.499,2.457,3.797,No cointeg
FDI_GDP <- ECI_SITC,"GDP_capita, GFCF_GDP, GovQualityIndex, ICT_Index, School_enrollment","Model 62.FDI_GDP/(ECI_SITC, GDP_capita, GFCF_GDP, GovQualityIndex, ICT_Index, School_enrollment)",62,"(3,2,1,1,1,1,2)",2.842386,4.27,6.211,2.97,4.499,2.457,3.797,Indefinido
FDI_GDP <- ECI_SITC,"GDP_capita, GFCF_GDP, GovQualityIndex, ICT_Index, School_enrollment, Trade_GDP","Model 63.FDI_GDP/(ECI_SITC, GDP_capita, GFCF_GDP, GovQualityIndex, ICT_Index, School_enrollment, Trade_GDP)",63,"(2,2,2,2,1,1,2,2)",5.426646**,4.104,6.151,2.875,4.445,2.384,3.728,Cointeg 5%
